Date,Open,High,Low,Close,Volume,Date_year,Date_month,Date_day,Date_day_of_week,Open_x_High,Open_x_Low,High_x_Low,Open_scaled,High_scaled,Low_scaled,Close_scaled,Volume_scaled
1980-12-31,0.152902,0.152902,0.152344,0.152344,35750400,1980,12,31,2,0.023379021604000003,0.023293702288000002,0.023293702288000002,-0.652420848701551,-0.6529223035552691,-0.6520044778780396,-0.6525042081442144,-1.135033031902824
1981-01-02,0.154018,0.155134,0.154018,0.154018,21660800,1981,1,2,4,0.023893428411999998,0.023721544323999998,0.023893428411999998,-0.652332978577664,-0.652748219508896,-0.6518712038975853,-0.6523723268624296,-1.1948717898231433
1981-01-05,0.151228,0.151228,0.15067,0.15067,35728000,1981,1,5,0,0.022869907984,0.02278552276,0.02278552276,-0.6525526538873814,-0.6530528665900488,-0.6521377518584937,-0.6526360894259989,-1.1351281650632696
1981-01-06,0.144531,0.144531,0.143973,0.143973,45158400,1981,1,6,1,0.020889209960999997,0.020808561663,0.020808561663,-0.653079953367373,-0.653575196723812,-0.6526709273943964,-0.6531636933352651,-1.095077104515647
1981-01-07,0.138393,0.138393,0.137835,0.137835,55686400,1981,1,7,2,0.019152622448999998,0.019075399155,0.019075399155,-0.6535632390487511,-0.6540539278513378,-0.6531595986560614,-0.6536472580351421,-1.0503645191061874
1981-01-08,0.135603,0.135603,0.135045,0.135045,39827200,1981,1,8,3,0.018388173609,0.018312507135,0.018312507135,-0.6537829143584685,-0.654271532909304,-0.6533817219568183,-0.6538670601714499,-1.117718796701714
1981-01-09,0.142299,0.142857,0.142299,0.142299,21504000,1981,1,9,4,0.020328408243,0.020249005401,0.020328408243,-0.653255693615147,-0.6537057597585919,-0.6528042013748505,-0.6532955746170499,-1.1955377219462628
1981-01-12,0.142299,0.142299,0.141183,0.141183,23699200,1981,1,12,0,0.020249005401,0.020090199717,0.020090199717,-0.653255693615147,-0.6537492807701851,-0.6528930506951532,-0.6533834954715729,-1.1862146722225884
1981-01-13,0.136719,0.136719,0.136161,0.136161,23049600,1981,1,13,1,0.018692084961000003,0.018615795759000003,0.018615795759000003,-0.6536950442345816,-0.6541844908861175,-0.6532928726365156,-0.6537791393169269,-1.1889735338755125
1981-01-14,0.136719,0.137277,0.136719,0.136719,14291200,1981,1,14,2,0.018768374163000003,0.018692084961000003,0.018768374163000003,-0.6536950442345816,-0.6541409698745243,-0.6532484479763643,-0.6537351788896653,-1.2261705996097652
1981-01-15,0.139509,0.140625,0.139509,0.139509,14067200,1981,1,15,3,0.019618453124999997,0.019462761080999997,0.019618453124999997,-0.6534753689248642,-0.6538798438049648,-0.6530263246756073,-0.6535153767533575,-1.2271219312142216
1981-01-16,0.138951,0.138951,0.138393,0.138393,13395200,1981,1,16,4,0.019307380400999996,0.019229845742999997,0.019229845742999997,-0.6535193039868077,-0.6540104068397445,-0.65311517399591,-0.6536032976078806,-1.2299759260275913
1981-01-19,0.146763,0.147321,0.146763,0.146763,41574400,1981,1,19,0,0.021621271923,0.021539378169000003,0.021621271923,-0.6529042131195992,-0.653357591665846,-0.6524488040936395,-0.6529438911989575,-1.1102984101869526
1981-01-20,0.142857,0.142857,0.142299,0.142299,30083200,1981,1,20,1,0.020408122449000005,0.020328408243,0.020328408243,-0.6532117585532036,-0.6537057597585919,-0.6528042013748505,-0.6532955746170499,-1.1591017214955757
1981-01-21,0.145089,0.146205,0.145089,0.145089,15904000,1981,1,21,2,0.021212737245,0.021050817920999998,0.021212737245,-0.6530360183054296,-0.6534446336890324,-0.6525820780740936,-0.653075772480742,-1.2193210120576776
1981-01-22,0.146763,0.147879,0.146763,0.146763,35548800,1981,1,22,3,0.021703165677,0.021539378169000003,0.021703165677,-0.6529042131195992,-0.6533140706542526,-0.6524488040936395,-0.6529438911989575,-1.1358892303468349
1981-01-23,0.146763,0.147321,0.146205,0.146205,11222400,1981,1,23,4,0.021621271923,0.021457484415000002,0.021539066805,-0.6529042131195992,-0.653357591665846,-0.6524932287537909,-0.652987851626219,-1.2392038425908203
